,nome,ratio,genero_real,genero_predito_SVM,genero_predito_CNN,genero_predito_BiLSTM
94154,jenilto,1.0,M,M,1,1
94804,pula,1.0,F,F,1,1
66566,panfilo,1.0,M,M,1,1
23337,eleteia,1.0,F,F,1,1
72565,saada,1.0,F,F,1,1
3941,alessandro,0.988112245915038,M,M,1,1
35675,hentony,1.0,M,M,1,1
24000,elionilson,1.0,M,M,0,1
99084,alicir,0.5576923076923077,M,M,0,1
26124,erilena,1.0,F,F,0,1
80219,valison,1.0,M,M,1,1
74981,sinhorinha,1.0,F,F,1,1
15262,dalcineia,1.0,F,F,0,1
36035,heurison,1.0,M,M,1,1
43347,jhamile,1.0,F,F,0,1
66950,philipy,1.0,M,M,1,1
22175,ednalba,1.0,F,F,1,1
22298,edoarda,1.0,F,F,1,1
62172,neicivaldo,1.0,M,M,1,1
55112,lurdenir,1.0,F,F,1,1
75073,sirlange,1.0,F,F,1,1
11683,cheline,1.0,F,F,0,1
22714,eidmar,1.0,M,M,1,1
55428,luzinea,1.0,F,F,1,1
28960,filiberto,1.0,M,M,1,1
815,adelfo,1.0,M,M,1,1
29759,franciscode,1.0,M,M,1,1
8416,audeane,1.0,F,F,1,1
61773,nathiele,1.0,F,F,1,1
76031,sulyane,1.0,F,F,1,1
43104,jeska,1.0,F,F,1,1
42903,jerciano,1.0,M,M,1,1
59972,mirella,0.9949637636653974,F,F,1,1
568,adamil,1.0,M,M,1,1
19709,djeni,1.0,F,F,1,1
37063,idalha,1.0,F,F,1,1
24465,elizinete,1.0,F,F,0,1
96563,joildon,1.0,M,M,1,1
98900,juciei,1.0,M,M,0,1
46140,jossania,1.0,F,F,1,1
27609,euridice,0.96159936658749,F,F,1,1
23981,elionaldo,1.0,M,M,1,1
54582,luciliane,1.0,F,F,0,1
98448,tatiaa,1.0,F,F,1,1
36446,hivone,1.0,F,F,1,1
51784,lenadro,1.0,M,M,1,1
38256,ingra,1.0,F,F,1,1
77105,tathiany,1.0,F,F,1,1
9801,bianca,0.9963203046445456,F,F,1,1
508,adaline,1.0,F,F,1,1
5104,amandio,1.0,M,M,1,1
90981,ornelho,1.0,M,M,1,1
56771,marconny,1.0,M,M,1,1
6007,andrete,1.0,M,F,1,1
97343,adilhio,1.0,M,M,1,1
10554,carlani,1.0,F,F,1,1
34579,gyovana,1.0,F,F,1,1
50897,laudicelio,1.0,M,M,0,1
16247,dayara,1.0,F,F,1,1
70522,rolfo,1.0,M,M,1,1
54168,lourenna,1.0,F,F,0,1
12994,cleandra,1.0,F,F,1,1
93934,jilena,1.0,F,F,1,1
28120,evenir,0.7202797202797203,F,F,0,1
65407,orbilio,1.0,M,M,0,1
13606,cleomilson,1.0,M,M,0,1
35744,heres,1.0,M,M,1,1
41705,janinha,1.0,F,F,0,1
86706,sabio,1.0,M,M,1,1
8784,auritania,1.0,F,F,1,1
11550,chana,1.0,F,F,1,1
25422,eneida,1.0,F,F,1,1
17370,deniza,0.8997995991983968,F,F,1,1
14131,clistenes,1.0,M,M,1,1
25171,emilie,1.0,F,F,1,1
78934,uelton,0.993450431676094,M,M,1,1
3097,alcidinei,1.0,M,M,0,1
30142,gabryela,1.0,F,F,1,1
58124,martir,1.0,M,M,0,1
43459,jhiovana,1.0,F,F,1,1
64662,odesina,1.0,F,F,0,1
44716,joi,0.9063545150501672,M,M,1,1
14795,cristine,0.994788473329246,F,F,1,1
43882,joalisson,1.0,M,M,1,1
50087,kleven,1.0,M,M,1,1
67966,ramilis,1.0,F,F,0,1
72051,rozima,1.0,F,F,1,1
8420,audeide,1.0,F,F,1,1
43795,jivanilton,1.0,M,M,1,1
15971,darius,1.0,M,M,1,1
62061,naziozenio,1.0,M,M,0,1
51323,leania,1.0,F,F,1,1
28757,favila,1.0,F,F,1,1
81684,videlina,1.0,F,F,1,1
55993,maieli,1.0,F,F,0,1
24216,elister,1.0,F,M,1,1
15001,daelio,1.0,M,M,0,1
32710,giltania,1.0,F,F,1,1
68218,raonir,1.0,M,M,0,1
40100,ivonice,1.0,F,F,1,1
23157,eleison,1.0,M,M,1,1
47814,juziane,1.0,F,F,1,1
24754,elsimeire,1.0,F,F,0,1
819,adelheid,1.0,F,F,1,1
90184,samada,1.0,F,F,1,1
12697,claudiana,0.9958947564844188,F,F,0,1
42572,jeine,1.0,F,F,1,1
92078,malison,1.0,M,M,1,1
83401,wemille,1.0,F,F,0,1
70410,rofran,1.0,M,M,1,1
11093,ceciane,1.0,F,F,1,1
5234,amelise,1.0,F,F,1,1
7299,arieli,0.9902869757174392,F,F,0,1
62361,nelceli,1.0,F,F,1,1
44980,joneci,0.7186311787072244,M,F,1,1
37156,idejane,1.0,F,F,1,1
67240,quecia,1.0,F,F,1,1
89660,gerome,1.0,M,M,1,1
42756,jenilza,1.0,F,F,0,1
16715,dejamim,1.0,M,M,1,1
86665,jildalva,1.0,F,F,1,1
62094,necileide,1.0,F,F,0,1
58593,maximiler,1.0,M,M,0,1
20873,edebaldo,1.0,M,M,1,1
31492,gerlandi,0.75,F,F,1,1
93449,viitor,1.0,M,M,1,1
99282,odailsa,1.0,F,F,1,1
82904,wanne,1.0,F,F,0,1
37428,idris,1.0,M,F,0,1
40214,izaldite,1.0,F,F,1,1
15491,dalzilene,1.0,F,F,0,1
82414,waldiceia,1.0,F,F,0,1
100182,jandeli,1.0,F,F,0,1
15853,darcilei,0.5732217573221757,M,M,0,1
37476,iere,0.603448275862069,F,F,1,1
81627,vianez,1.0,M,F,1,1
67835,raison,1.0,M,M,1,1
586,adaniel,1.0,M,M,1,1
65277,oni,0.5755102040816327,M,M,1,1
81641,vicenildo,1.0,M,M,1,1
51113,laurismar,0.5515151515151515,M,M,0,1
97492,emaniele,1.0,F,F,1,1
11320,celna,1.0,F,F,1,1
21931,edivirgen,1.0,F,F,1,1
88297,oelia,1.0,F,F,1,1
46382,joverlandia,1.0,F,F,0,1
92316,erenilva,1.0,F,F,0,1
11545,chalon,1.0,M,M,1,1
65589,orismilde,1.0,M,F,1,1
92615,iguor,1.0,M,M,1,1
35888,hermilene,1.0,F,F,0,1
46531,jozilene,1.0,F,F,0,1
85994,kimili,1.0,F,F,0,1
48583,katriane,1.0,F,F,0,1
40514,jacilene,0.9968917285442928,F,F,0,1
14983,dadiele,1.0,F,F,0,1
63570,nilselia,1.0,F,F,1,1
47161,julinar,1.0,F,F,0,1
87562,tompsom,1.0,M,M,1,1
59436,micarla,1.0,F,F,0,1
88181,ranili,1.0,F,F,0,1
24358,elizamar,0.8986220472440944,F,F,0,1
95451,jons,1.0,M,M,1,1
29436,franciaria,1.0,F,F,1,1
2024,aertom,1.0,M,M,1,1
7770,arnan,1.0,M,M,1,1
64020,noelito,1.0,M,M,1,1
77026,tarli,1.0,M,F,1,1
77663,thaigor,1.0,M,M,1,1
67244,quedison,1.0,M,M,1,1
30698,geldson,1.0,M,M,1,1
100578,wuilma,1.0,F,F,1,1
92958,valdivil,1.0,M,M,1,1
40550,jacinira,1.0,F,F,0,1
2089,agata,0.9950905054644807,F,F,1,1
75241,soair,1.0,M,M,1,1
17589,deriky,1.0,M,M,1,1
97961,kellei,1.0,F,F,1,1
29024,flademir,1.0,M,M,1,1
89588,jackisom,1.0,M,M,0,1
72826,salvelina,1.0,F,F,0,1
82613,walma,1.0,F,F,1,1
43569,jhulien,1.0,F,F,1,1
15937,darilane,1.0,F,F,1,1
69332,rhamom,1.0,M,M,1,1
74401,sidonio,1.0,M,M,1,1
53051,lindalberto,1.0,M,M,1,1
59431,micaias,1.0,M,M,0,1
61,abelina,1.0,F,F,0,1
8966,avilar,0.7083333333333334,M,M,1,1
43055,jescica,1.0,F,F,1,1
20790,eda,0.9825970548862116,F,F,1,1
50783,lasier,1.0,M,M,0,1
26367,erlayne,1.0,F,F,1,1
5071,amailde,1.0,F,F,1,1
85815,zulene,1.0,F,F,1,1
34122,gracinalda,1.0,F,F,1,1
20914,edelane,1.0,F,F,1,1
53462,lisdete,1.0,F,F,1,1
97667,neilsson,1.0,M,M,1,1
26069,erielda,1.0,F,F,1,1
7358,ariluce,1.0,F,F,1,1
16332,dayza,1.0,F,F,1,1
64248,noslen,1.0,M,M,1,1
86960,eliado,1.0,M,M,1,1
9664,bernaldo,1.0,M,M,1,1
21133,ederton,1.0,M,M,1,1
98568,sile,1.0,F,F,1,1
54124,louisi,1.0,F,F,0,1
21273,edicleide,0.9769633507853404,F,F,0,1
29763,francise,1.0,F,F,1,1
25054,emanoeli,0.9785714285714284,F,F,1,1
83045,weberson,1.0,M,M,1,1
61720,nathale,1.0,F,F,1,1
22659,eglinaldo,1.0,M,M,1,1
45973,josima,0.8238636363636364,M,F,1,1
20815,edanir,0.65,F,F,0,1
75851,suelma,1.0,F,F,1,1
93422,claudicei,1.0,F,M,0,1
6869,aquilina,1.0,F,F,1,1
84621,yael,1.0,F,M,1,1
55061,lulian,1.0,F,F,1,1
43031,jeruza,1.0,F,F,1,1
28734,fatma,1.0,F,F,1,1
65482,orenaldo,1.0,M,M,1,1
95014,gresieli,1.0,F,F,0,1
2222,agnailda,1.0,F,F,1,1
89199,weselei,1.0,M,M,1,1
70260,rociclei,0.6428571428571429,M,M,0,1
78444,titiane,1.0,F,F,1,1
12158,cioneide,1.0,F,F,1,1
49478,kethryn,1.0,F,F,1,1
28314,ewaldo,1.0,M,M,1,1
99322,heliedson,1.0,M,M,0,1
16354,deana,1.0,F,F,1,1
49418,ketelin,0.9929032258064516,F,F,1,1
54709,luciomar,0.9568862275449102,M,M,0,1
47415,juranilde,1.0,F,F,1,1
86997,italor,1.0,M,M,1,1
87479,luris,1.0,F,F,1,1
36696,hugulino,1.0,M,M,1,1
11716,cheyene,1.0,F,F,0,1
8453,auderiza,1.0,F,F,1,1
29453,francicleudo,1.0,M,M,1,1
3269,aldalena,1.0,F,F,1,1
54781,lucyano,1.0,M,M,1,1
69602,rido,1.0,M,M,1,1
11299,celizangela,1.0,F,F,1,1
90873,riquelli,1.0,F,F,0,1
38496,iracilda,0.9975317348377996,F,F,1,1
32434,gildenor,1.0,M,M,1,1
67099,ponina,1.0,F,F,1,1
8353,atyla,0.7254901960784313,M,F,1,1
46802,jucilede,1.0,F,F,1,1
49781,khristian,1.0,M,M,1,1
90033,jiordano,1.0,M,M,1,1
98776,aglar,1.0,M,M,1,1
3772,aleika,1.0,F,F,1,1
37918,ilone,1.0,F,F,1,1
7402,ariobaldo,1.0,M,M,1,1
78107,themys,1.0,F,M,1,1
18158,deyce,1.0,F,F,1,1
59722,milenna,1.0,F,F,1,1
92803,eismar,1.0,M,M,1,1
75219,sizomar,1.0,M,M,1,1
57137,marigesio,1.0,M,M,1,1
36023,hetiane,1.0,F,F,1,1
3942,alessane,1.0,F,F,1,1
61460,nardino,1.0,M,M,1,1
97791,slvia,1.0,F,F,1,1
86527,jiudazio,1.0,M,M,1,1
60985,nagiba,1.0,F,F,1,1
63050,neuzilene,1.0,F,F,0,1
11959,cidine,1.0,M,F,1,1
52468,leuzirene,1.0,F,F,0,1
49450,kethellen,1.0,F,F,1,1
50832,laucir,0.8409090909090909,M,M,0,1
47688,justiniana,1.0,F,F,1,1
700,adeilda,0.9960813584623996,F,F,1,1
96273,odonir,1.0,M,M,0,1
49234,kennyson,1.0,M,M,1,1
13438,clellia,1.0,F,F,0,1
43348,jhamily,1.0,F,F,1,1
97857,julielsom,1.0,M,M,0,1
90093,francoel,1.0,M,M,1,1
35743,herenita,1.0,F,F,1,1
49410,ketany,1.0,F,F,1,1
89898,richarli,1.0,M,M,0,1
21383,edilaine,0.9957056844342128,F,F,0,1
76954,tarciara,1.0,F,F,1,1
37819,ilho,1.0,M,M,1,1
98326,alelita,1.0,F,F,1,1
8640,aurenizia,1.0,F,F,1,1
96433,umerson,1.0,M,M,1,1
53187,lindival,1.0,M,M,1,1
78260,thulio,1.0,M,M,1,1
64192,norli,0.7307692307692307,F,F,1,1
27010,esterlaine,1.0,F,F,0,1
45725,josenida,1.0,F,F,1,1
11213,celestiana,1.0,F,F,0,1
961,ademes,1.0,M,M,1,1
52397,leudiana,1.0,F,F,1,1
19210,dionardo,1.0,M,M,1,1
54400,luciandra,1.0,F,F,1,1
2111,agelson,1.0,M,M,1,1
67644,raiff,1.0,M,M,0,1
96977,aginel,1.0,M,M,1,1
98735,eshily,1.0,F,F,0,1
6634,antenogenes,1.0,M,M,1,1
48761,kayza,1.0,F,F,1,1
42108,jarson,1.0,M,M,1,1
59905,miralene,1.0,F,F,1,1
1847,adrieny,1.0,F,F,0,1
42013,jarildo,1.0,M,M,1,1
67364,queti,1.0,F,F,1,1
58029,marquivan,1.0,M,M,1,1
86766,emelize,1.0,F,F,0,1
96650,tisuko,1.0,F,F,1,1
28741,fausta,1.0,F,F,1,1
93516,oselha,1.0,F,F,1,1
79124,uli,0.8138297872340425,F,M,1,1
35444,hellyda,1.0,F,F,1,1
10324,caliano,1.0,M,M,1,1
61089,naier,1.0,F,M,0,1
52188,leonn,1.0,M,M,1,1
20356,drucila,1.0,F,F,0,1
47136,julierme,0.9809523809523808,M,M,0,1
56781,marcsuel,1.0,M,M,1,1
25691,enrique,0.9907773386034257,M,M,0,1
37018,idacio,1.0,M,M,1,1
70579,romarques,1.0,M,M,1,1
37315,idevalda,1.0,F,F,1,1
12393,claldecir,0.8333333333333334,M,M,1,1
27702,eusita,1.0,F,F,1,1
70262,rocicleide,1.0,F,F,0,1
36337,hind,1.0,F,M,1,1
54688,lucineti,1.0,F,F,1,1
75628,stephen,1.0,M,F,1,1
76377,tacilla,1.0,F,F,1,1
70849,roniclea,1.0,F,F,0,1
73028,sandiara,1.0,F,F,1,1
40929,jailsson,1.0,M,M,1,1
73652,selui,1.0,F,F,1,1
78542,toshihiko,1.0,M,M,1,1
54138,louracy,1.0,F,F,1,1
54074,lorrine,1.0,F,F,1,1
12596,claudemara,1.0,F,F,1,1
33058,gislaide,1.0,F,F,1,1
91594,eleniusa,1.0,F,F,1,1
92692,aliciano,1.0,M,M,1,1
39536,itainar,1.0,F,F,0,1
37597,ilandir,1.0,M,M,1,1
15060,dagson,1.0,M,M,1,1
60529,mosias,1.0,M,M,1,1
74380,sidneis,0.76,M,M,1,1
50248,kyoshi,1.0,M,M,1,1
67852,raiure,1.0,M,M,0,1
28898,fernanda,0.9941094740227804,F,F,1,1
56828,mare,1.0,F,F,1,1
49449,kethellem,1.0,F,F,1,1
18093,devanier,1.0,M,M,1,1
37894,ilmaria,1.0,F,F,0,1
91856,rayelen,1.0,F,F,1,1
74605,silmon,1.0,M,M,1,1
58364,matthaus,1.0,M,M,1,1
7927,artime,1.0,M,M,0,1
23319,eles,0.6358695652173914,M,M,1,1
26190,erio,1.0,M,M,1,1
45826,joshuan,1.0,M,M,1,1
82974,warrison,1.0,M,M,1,1
80783,vandernubia,1.0,F,F,1,1
32629,gilo,1.0,M,M,1,1
23497,elianto,1.0,M,M,1,1
70505,rojerio,1.0,M,M,0,1
84845,yolande,1.0,F,F,1,1
40826,jafet,1.0,M,F,1,1
37969,ilvana,1.0,F,F,1,1
28433,ezidio,1.0,M,M,1,1
77870,thanielly,1.0,F,F,1,1
86599,licina,1.0,F,F,0,1
5380,anabete,1.0,F,F,1,1
68273,rarine,1.0,F,F,0,1
38886,irivane,1.0,F,F,1,1
48899,keitlyn,1.0,F,F,1,1
72786,saloa,1.0,F,F,1,1
37554,ihasmin,1.0,F,M,1,1
7793,arnilson,1.0,M,M,1,1
96892,elisangala,1.0,F,F,1,1
20803,edalma,1.0,F,F,1,1
99202,izaleia,1.0,F,F,1,1
41761,janna,1.0,F,F,1,1
94117,elsinho,1.0,M,M,0,1
3448,aldeon,1.0,M,M,1,1
32725,gilvamar,1.0,M,M,1,1
74710,silvanya,1.0,F,F,1,1
58455,maurila,1.0,F,F,0,1
5147,amarilton,1.0,M,M,1,1
35469,heloara,1.0,F,F,0,1
70773,rondinere,1.0,M,M,0,1
4108,algenira,1.0,F,F,1,1
23533,elibio,1.0,M,M,0,1
55709,madaleine,1.0,F,F,0,1
49301,kerlli,1.0,F,F,1,1
93956,janikeli,1.0,F,F,0,1
28116,evenildo,1.0,M,M,1,1
86002,jeovaneo,1.0,M,M,1,1
30429,gedilson,1.0,M,M,1,1
35063,heden,1.0,M,M,1,1
13207,cleidane,1.0,F,F,1,1
32407,gildelio,1.0,M,M,1,1
34447,guiberto,1.0,M,M,1,1
17267,denieli,1.0,F,F,0,1
31270,geovanilda,1.0,F,F,1,1
98405,gleivania,1.0,F,F,1,1
91840,gisle,1.0,F,F,1,1
33894,gleyse,1.0,F,F,1,1
45152,jorcina,1.0,F,F,1,1
32110,gibaldo,1.0,M,M,1,1
15561,damires,0.9807852965747702,F,F,0,1
95653,keicilene,1.0,F,F,0,1
31283,geovanne,0.9304878048780488,M,M,1,0
50045,klelio,1.0,M,M,1,1
14173,clodinaldo,1.0,M,M,1,1
100201,mirelene,1.0,F,F,1,1
36397,hiroyuki,1.0,M,M,1,1
48082,kalu,1.0,F,M,1,1
12654,claudeomiro,1.0,M,M,1,1
100200,jucelmar,1.0,M,M,0,1
2286,agrario,1.0,M,M,1,1
56292,malu,0.9916259595254712,F,M,1,1
23955,eliny,1.0,F,F,0,1
21708,edinilma,1.0,F,F,0,1
38946,irmo,1.0,M,M,1,1
6843,apparecida,1.0,F,F,1,1
20705,ebi,0.7567567567567568,F,M,1,1
22881,elayse,1.0,F,F,1,1
60331,moises,0.9956325253105938,M,M,1,1
4243,alinea,1.0,F,F,1,1
28532,fabilla,1.0,F,F,1,1
85497,zezim,1.0,M,F,1,1
37801,ilenilde,1.0,F,F,1,1
47087,juliaria,1.0,F,F,1,1
28361,eymar,1.0,M,M,1,1
3498,aldete,0.9537512846865364,F,F,1,1
75417,song,0.6351351351351351,M,M,1,1
10102,brinaldo,1.0,M,M,1,1
21621,edinaira,1.0,F,F,0,1
54189,lourimar,0.8140900195694716,M,M,0,1
60294,moara,1.0,F,F,1,1
16769,delaide,0.9371381306865176,F,F,1,1
78434,tisciane,1.0,F,F,1,1
92569,natilicio,1.0,M,M,1,1
89559,brizia,1.0,F,F,0,1
5615,anamari,1.0,F,F,1,1
40338,izia,1.0,F,F,1,1
34696,halan,1.0,M,M,1,1
39600,itamiris,1.0,F,F,1,1
7713,armandio,1.0,M,M,1,1
93621,alaert,1.0,M,M,1,1
19047,dineiva,1.0,F,F,1,1
53259,lindovania,1.0,F,F,1,1
75106,sirlley,1.0,F,F,1,1
94568,teodolinda,1.0,F,F,1,1
5714,anatania,1.0,F,F,1,1
51577,leidivalda,1.0,F,F,1,1
26796,esla,1.0,F,F,1,1
6510,anivalda,1.0,F,F,1,1
74046,sheliane,1.0,F,F,0,1
43892,joamar,1.0,M,M,1,1
43139,jesseka,1.0,F,F,1,1
74063,shelyda,1.0,F,F,1,1
26416,erma,0.8829268292682927,F,F,1,1
29020,flabia,1.0,F,F,1,1
16913,delicio,1.0,M,M,0,1
79242,urssula,1.0,F,F,1,1
96627,tomoco,1.0,F,M,1,1
5041,amabili,0.989534275248561,F,F,1,1
17056,delucia,1.0,F,F,0,1
100105,jenildes,1.0,F,F,1,1
15098,daielen,1.0,F,F,1,1
33243,givanildes,1.0,F,F,1,1
66468,ozy,1.0,M,M,1,1
70599,romenia,1.0,F,F,0,1
89638,georga,1.0,F,F,1,1
7644,arletiane,1.0,F,F,1,1
66601,pascual,1.0,M,M,1,1
9935,bolivia,1.0,F,F,0,1
96446,izilina,1.0,F,F,0,1
28435,eziel,1.0,M,M,0,1
61279,nalia,1.0,F,F,1,1
20679,ebe,0.8655913978494624,F,M,1,1
77524,terence,1.0,M,F,1,1
15113,dailan,0.8970588235294118,M,M,1,1
55412,luzimere,1.0,F,F,1,1
15821,dara,0.9949079864212972,F,F,1,1
14656,crisler,0.7183098591549296,M,M,1,1
73592,selia,1.0,F,F,1,1
64422,ochiton,1.0,M,M,1,1
26001,ericardo,1.0,M,M,1,1
13131,cledisson,1.0,M,M,1,1
50255,kyung,0.6829268292682927,F,M,1,1
2645,alacidio,1.0,M,M,1,1
56514,marcelani,1.0,F,F,1,1
74737,silverlan,1.0,M,M,1,1
53868,longuim,1.0,M,M,1,1
28750,fauzi,1.0,M,M,1,1
40036,ivinny,1.0,F,F,1,1
58302,massimo,1.0,M,M,1,1
7308,arielso,1.0,M,M,1,1
45591,joselei,0.6004618937644342,M,F,0,1
4808,alvandina,1.0,F,F,1,1
9774,betty,1.0,F,F,1,1
95365,derlina,1.0,F,F,0,1
85046,yuzo,1.0,M,M,1,1
68288,rasiele,1.0,F,F,0,1
20938,edelia,1.0,F,F,0,1
11193,celene,1.0,F,F,0,1
44101,joceana,1.0,F,F,1,1
7633,arleny,1.0,F,F,1,1
34259,greice,0.9916259595254712,F,F,1,1
64222,normelia,1.0,F,F,1,1
47735,juvecina,1.0,F,F,1,1
10878,casimira,1.0,F,F,0,1
80670,vandelirio,1.0,M,M,1,1
59557,mickelly,1.0,F,F,1,1
1726,adonilda,1.0,F,F,1,1
17996,deuzeli,0.9207920792079208,F,F,0,1
78988,ueslaine,1.0,F,F,1,1
87523,flayra,1.0,F,F,1,1
53026,lincoll,1.0,M,M,1,1
79979,valdineis,0.7685512367491166,M,M,1,1
5375,anabell,1.0,F,M,1,1
55448,luziran,1.0,F,F,1,1
55234,lussandra,1.0,F,F,1,1
55895,magnoria,1.0,F,F,1,1
38188,ineida,1.0,F,F,1,1
1158,aderley,1.0,M,M,1,1
85026,yuri,0.9803538187515904,M,M,1,1
55288,luz,0.526467410875045,F,M,1,1
93255,jozielson,1.0,M,M,0,1
81564,veroneide,1.0,F,F,1,1
23900,elineia,1.0,F,F,0,1
25672,enoque,0.9961159786830458,M,M,1,1
85184,zaneti,1.0,F,F,1,1
43737,jirlania,1.0,F,F,1,1
77595,tessy,1.0,F,F,1,1
54819,ludielson,1.0,M,M,1,1
61837,nattan,1.0,M,M,1,1
3140,alcimar,0.914330032215726,M,M,1,1
14555,creyton,1.0,M,M,1,1
86744,mayni,1.0,F,F,1,1
55822,magalene,1.0,F,F,1,1
97715,mighel,1.0,M,M,1,1
55842,magdalva,1.0,F,F,1,1
1599,admarcio,1.0,M,M,1,1
71278,roselide,1.0,F,F,1,1
87716,hendryck,1.0,M,M,1,1
94646,ilzenira,1.0,F,F,0,1
38069,inadja,1.0,F,F,1,1
24530,elliz,1.0,F,F,1,1
16872,delei,1.0,M,M,1,1
92141,cili,1.0,F,F,1,1
83962,wildison,1.0,M,M,1,1
83843,wides,1.0,M,M,1,1
12776,claudinei,0.9841114188410214,M,M,1,1
31046,genisa,1.0,F,F,1,1
11334,celsino,1.0,M,M,1,1
64359,obadia,1.0,M,F,1,1
100315,alicinda,1.0,F,F,1,1
81758,vildes,0.7021276595744681,F,F,1,1
89056,danielsom,1.0,M,M,0,1
87106,venesiano,1.0,M,M,1,1
69143,renivon,1.0,M,M,1,1
64595,odelino,1.0,M,M,0,1
95714,welligtom,1.0,M,M,1,1
12391,claize,1.0,F,F,0,1
84799,ylza,1.0,F,F,1,1
37040,idair,0.7116122840690979,M,M,0,1
84286,wine,0.9369565217391304,F,F,1,1
3754,aleffi,1.0,M,M,1,1
83236,welinthon,1.0,M,M,1,1
94493,dersi,0.62,F,F,1,1
63956,nobaldo,1.0,M,M,1,1
46738,juciana,1.0,F,F,1,1
82574,wallasson,1.0,M,M,1,1
97767,micoly,1.0,F,F,0,1
13703,clerilda,1.0,F,F,1,1
27414,eujacia,1.0,F,F,1,1
39183,iscarlet,1.0,F,F,1,1
12016,cilda,1.0,F,F,1,1
43300,jeymisson,1.0,M,M,1,1
41026,jaislania,1.0,F,F,1,1
14166,clodemar,1.0,M,M,1,1
20378,duartina,1.0,F,F,1,1
73928,shaina,1.0,F,F,0,1
34145,graciomar,0.7586206896551724,M,M,0,1
33552,gleberson,1.0,M,M,0,1
61959,nayhara,1.0,F,F,1,1
21549,edimailson,1.0,M,M,1,1
55785,maelson,1.0,M,M,1,1
17958,deusodete,1.0,F,F,1,1
33642,gleicijane,1.0,F,F,0,1
85692,ziulene,1.0,F,F,1,1
26159,erineia,1.0,F,F,0,1
85770,zorico,1.0,M,M,1,1
66219,otil,1.0,M,M,1,1
48848,keiller,1.0,M,M,1,1
4995,alzier,1.0,M,M,0,1
80410,valtair,0.9895489548954896,M,M,0,1
74069,shenya,1.0,F,F,1,1
17347,denisse,1.0,F,F,1,1
67001,piterson,1.0,M,M,1,1
40672,jadaias,1.0,M,M,1,1
40878,jaides,0.574468085106383,F,F,1,1
68345,raulison,1.0,M,M,1,1
34859,hariany,1.0,F,F,1,1
11575,charlani,1.0,F,F,1,1
47716,juvandir,1.0,M,M,1,1
87203,fabilicio,1.0,M,M,0,1
73542,selane,1.0,F,F,1,1
34692,hakila,1.0,F,F,1,1
67912,ralphe,1.0,M,M,1,1
29443,franciclaudia,1.0,F,F,1,1
31191,geonir,1.0,M,M,0,1
25512,engraca,1.0,F,F,1,1
87252,ermisom,1.0,M,M,0,1
45707,josene,0.8824427480916031,F,F,1,1
76513,tailini,1.0,F,F,1,1
6699,antoniel,0.995127892813642,M,M,1,1
13416,cleivo,1.0,M,M,1,1
149,abina,1.0,F,F,1,1
72268,rubyane,1.0,F,F,1,1
81272,velicia,1.0,F,F,0,1
64233,normiza,1.0,F,F,1,1
14206,clodualdo,1.0,M,M,1,1
70013,rizangela,1.0,F,F,1,1
32453,gildes,0.5555555555555556,M,F,1,1
80778,vandernei,1.0,M,M,1,1
39763,ivalci,0.5396825396825397,M,F,1,1
72419,ruslane,1.0,F,F,1,1
71050,rosailda,1.0,F,F,1,1
81291,veluma,1.0,F,F,1,1
40460,jacenir,0.6923076923076923,M,F,0,1
61431,narciane,1.0,F,F,1,1
40689,jadelia,1.0,F,F,0,1
9110,azafi,1.0,M,M,1,1
65129,olivier,1.0,M,M,0,1
32549,giliardy,1.0,M,M,1,1
4443,almedo,1.0,M,M,1,1
67137,presciliano,1.0,M,M,1,1
95724,lucinide,1.0,F,F,1,1
90227,wevili,1.0,F,M,0,1
59230,mereide,1.0,F,F,1,1
60852,nadilaine,1.0,F,F,0,1
43272,jeusilene,1.0,F,F,0,1
64124,noraide,1.0,F,F,1,1
13000,cleani,1.0,F,F,1,1
22613,egila,1.0,F,F,1,1
26236,erismildo,1.0,M,M,1,1
4173,alicio,1.0,M,M,1,1
43274,jeuva,1.0,M,F,1,1
64379,oberda,1.0,M,F,1,1
26568,eroilde,1.0,F,F,0,1
32844,ginesia,1.0,F,F,0,1
49772,khesia,1.0,F,F,1,1
73843,servola,1.0,F,F,1,1
50949,laudivino,1.0,M,M,1,1
71209,roseclaudia,1.0,F,F,1,1
25398,enecy,1.0,F,F,1,1
96331,jurraci,1.0,F,M,1,1
27308,eudiene,1.0,F,F,0,1
82099,volcir,1.0,M,M,1,1
19902,dominicia,1.0,F,F,0,1
39172,isauri,0.7354497354497355,F,M,1,1
80477,valterino,1.0,M,M,1,1
14074,clidiane,1.0,F,F,1,1
67437,raciele,1.0,F,F,0,1
96262,ketyli,1.0,F,F,1,1
100466,jucielda,1.0,F,F,1,1
82265,walasce,1.0,M,M,1,1
99513,jelsa,1.0,F,F,1,1
46961,judival,1.0,M,M,1,1
29214,florides,0.888030888030888,F,F,0,1
38825,irinice,1.0,F,F,0,1
17982,deuzanete,1.0,F,F,1,1
16208,davis,0.9787087912087912,M,M,0,1
28962,filicio,1.0,M,M,1,1
7938,artulita,1.0,F,F,1,1
37119,idarina,1.0,F,F,0,1
16105,darwin,1.0,M,M,1,1
99761,josieltom,1.0,M,M,1,1
6579,annielle,1.0,F,F,1,1
76694,taliria,1.0,F,F,0,1
35929,hernandez,1.0,M,M,1,1
43523,jhonnes,1.0,M,M,1,1
80278,valmilson,1.0,M,M,0,1
67123,pracidina,1.0,F,F,1,1
